sample_id,sample_path,label,timing_status,semantics_status,adjudication_status,final_status,reviewed_stages,notes
G_094,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_094,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_097,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_097,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_099,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_099,ground_ball,correct,reject,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_100,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_100,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_102,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_102,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_103,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_103,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_104,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_104,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_105,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_105,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_106,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_106,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_109,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_109,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_110,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_110,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_112,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_112,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_115,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_115,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_117,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_117,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_118,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_118,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_119,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_119,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_121,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_121,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_124,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_124,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_127,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_127,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_128,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_128,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_130,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_130,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_133,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_133,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_134,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_134,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_135,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_135,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_136,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_136,ground_ball,pass,correct,accept_current,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_138,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_138,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_139,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_139,ground_ball,correct,pass,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_140,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_140,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_142,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_142,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_143,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_143,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_145,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_145,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_146,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_146,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_148,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_148,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_150,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_150,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_151,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_151,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_154,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_154,ground_ball,pass,correct,accept_current,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_155,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_155,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_156,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_156,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_157,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_157,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_159,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_159,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_160,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_160,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_161,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_161,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_163,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_163,ground_ball,pass,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_166,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_166,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_168,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_168,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_169,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_169,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_170,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_170,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_172,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_172,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_173,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_173,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_174,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_174,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_175,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_175,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_177,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_177,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_178,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_178,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_179,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_179,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_181,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_181,ground_ball,correct,correct,accept_current,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_182,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_182,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_184,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_184,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_186,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_186,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_187,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_187,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_188,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_188,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_189,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_189,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_190,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_190,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_192,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_192,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_193,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_193,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_195,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_195,ground_ball,correct,pass,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_196,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_196,ground_ball,reject,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_198,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_198,ground_ball,correct,correct,accept_current,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_199,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_199,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_200,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_200,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_201,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_201,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_203,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_203,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_204,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_204,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_205,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_205,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_206,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_206,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_207,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_207,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_209,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_209,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_210,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_210,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_211,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_211,ground_ball,review,reject,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_212,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_212,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_213,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_213,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_214,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_214,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_216,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_216,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_217,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_217,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_219,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_219,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_220,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_220,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_221,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_221,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_223,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_223,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_224,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_224,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_225,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_225,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_226,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_226,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_227,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_227,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_228,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_228,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_229,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_229,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_230,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_230,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_231,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_231,ground_ball,correct,correct,accept_current,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_232,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_232,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_233,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_233,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_234,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_234,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_235,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_235,ground_ball,reject,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_236,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_236,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_238,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_238,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_239,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_239,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_240,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_240,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_241,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_241,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_243,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_243,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_244,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_244,ground_ball,correct,correct,accept_current,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_245,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_245,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_247,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_247,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_248,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_248,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_249,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_249,ground_ball,review,reject,reject,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_250,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_250,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_251,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_251,ground_ball,correct,correct,reject,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_252,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_252,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_253,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_253,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_256,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_256,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_259,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_259,ground_ball,review,correct,reject,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_260,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_260,ground_ball,review,reject,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_261,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_261,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_262,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_262,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_263,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_263,ground_ball,review,reject,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_265,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_265,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_266,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_266,ground_ball,correct,correct,accept_correction,auto_accepted,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_268,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_268,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_269,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_269,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_270,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_270,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_272,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_272,ground_ball,review,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
G_273,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_273,ground_ball,correct,correct,accept_correction,manual_review,"timing,semantics,adjudication",Qwen results are proposals until applied by the separate reconciliation step.
