sample_id,sample_path,status,audio_ratio,changed_fields,old_values,new_values,reason
G_045,dataset\ground_ball\Codex_Workstation\G_045,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_046,dataset\ground_ball\Codex_Workstation\G_046,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_047,dataset\ground_ball\Codex_Workstation\G_047,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_048,dataset\ground_ball\Codex_Workstation\G_048,auto_applied,2.886,"event_start,event_end","{""event_end"": ""1.840"", ""event_start"": ""1.740""}","{""event_end"": ""1.860"", ""event_start"": ""1.760""}","strict timing, semantics, and adjudication gates passed"
G_049,dataset\ground_ball\Codex_Workstation\G_049,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_050,dataset\ground_ball\Codex_Workstation\G_050,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_051,dataset\ground_ball\Codex_Workstation\G_051,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_052,dataset\ground_ball\Codex_Workstation\G_052,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_053,dataset\ground_ball\Codex_Workstation\G_053,manual_review,5.029,,{},{},adjudication fields do not match the evidence-backed candidate
G_054,dataset\ground_ball\Codex_Workstation\G_054,auto_applied,5.419,"region,event_start,event_end","{""event_end"": ""2.020"", ""event_start"": ""1.920"", ""region"": ""3""}","{""event_end"": ""2.010"", ""event_start"": ""1.910"", ""region"": ""4""}","strict timing, semantics, and adjudication gates passed"
G_055,dataset\ground_ball\Codex_Workstation\G_055,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_056,dataset\ground_ball\Codex_Workstation\G_056,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_057,dataset\ground_ball\Codex_Workstation\G_057,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_059,dataset\ground_ball\Codex_Workstation\G_059,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_060,dataset\ground_ball\Codex_Workstation\G_060,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_061,dataset\ground_ball\Codex_Workstation\G_061,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_062,dataset\ground_ball\Codex_Workstation\G_062,auto_applied,12.951,"event_start,event_end","{""event_end"": ""2.120"", ""event_start"": ""2.020""}","{""event_end"": ""2.110"", ""event_start"": ""2.010""}","strict timing, semantics, and adjudication gates passed"
G_063,dataset\ground_ball\Codex_Workstation\G_063,auto_applied,25.890,,{},{},"strict timing, semantics, and adjudication gates passed"
G_064,dataset\ground_ball\Codex_Workstation\G_064,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_065,dataset\ground_ball\Codex_Workstation\G_065,auto_applied,4.695,"event_start,event_end","{""event_end"": ""4.920"", ""event_start"": ""4.820""}","{""event_end"": ""4.950"", ""event_start"": ""4.850""}","strict timing, semantics, and adjudication gates passed"
G_066,dataset\ground_ball\Codex_Workstation\G_066,auto_applied,10.100,"event_start,event_end","{""event_end"": ""3.540"", ""event_start"": ""3.440""}","{""event_end"": ""3.530"", ""event_start"": ""3.430""}","strict timing, semantics, and adjudication gates passed"
G_067,dataset\ground_ball\Codex_Workstation\G_067,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_068,dataset\ground_ball\Codex_Workstation\G_068,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_069,dataset\ground_ball\Codex_Workstation\G_069,auto_applied,24.033,,{},{},"strict timing, semantics, and adjudication gates passed"
G_070,dataset\ground_ball\Codex_Workstation\G_070,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_071,dataset\ground_ball\Codex_Workstation\G_071,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_072,dataset\ground_ball\Codex_Workstation\G_072,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_073,dataset\ground_ball\Codex_Workstation\G_073,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_074,dataset\ground_ball\Codex_Workstation\G_074,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_075,dataset\ground_ball\Codex_Workstation\G_075,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_076,dataset\ground_ball\Codex_Workstation\G_076,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_077,dataset\ground_ball\Codex_Workstation\G_077,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_078,dataset\ground_ball\Codex_Workstation\G_078,auto_applied,8.773,,{},{},"strict timing, semantics, and adjudication gates passed"
G_079,dataset\ground_ball\Codex_Workstation\G_079,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_080,dataset\ground_ball\Codex_Workstation\G_080,auto_applied,4.069,,{},{},"strict timing, semantics, and adjudication gates passed"
G_081,dataset\ground_ball\Codex_Workstation\G_081,auto_applied,6.982,,{},{},"strict timing, semantics, and adjudication gates passed"
G_082,dataset\ground_ball\Codex_Workstation\G_082,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_083,dataset\ground_ball\Codex_Workstation\G_083,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_084,dataset\ground_ball\Codex_Workstation\G_084,auto_applied,2.810,,{},{},"strict timing, semantics, and adjudication gates passed"
G_085,dataset\ground_ball\Codex_Workstation\G_085,manual_review,5.821,,{},{},adjudication fields do not match the evidence-backed candidate
G_086,dataset\ground_ball\Codex_Workstation\G_086,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_087,dataset\ground_ball\Codex_Workstation\G_087,manual_review,1.484,,{},{},local contact transient ratio 1.48 is below 2.00
G_088,dataset\ground_ball\Codex_Workstation\G_088,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_089,dataset\ground_ball\Codex_Workstation\G_089,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_090,dataset\ground_ball\Codex_Workstation\G_090,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_091,dataset\ground_ball\Codex_Workstation\G_091,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_092,dataset\ground_ball\Codex_Workstation\G_092,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_093,dataset\ground_ball\Codex_Workstation\G_093,auto_applied,4.485,,{},{},"strict timing, semantics, and adjudication gates passed"
G_094,dataset\ground_ball\Codex_Workstation\G_094,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_095,dataset\ground_ball\Codex_Workstation\G_095,auto_applied,11.880,"region,event_start,event_end","{""event_end"": ""2.820"", ""event_start"": ""2.720"", ""region"": ""3""}","{""event_end"": ""2.810"", ""event_start"": ""2.710"", ""region"": ""2""}","strict timing, semantics, and adjudication gates passed"
G_096,dataset\ground_ball\Codex_Workstation\G_096,auto_applied,20.358,"event_start,event_end","{""event_end"": ""4.700"", ""event_start"": ""4.600""}","{""event_end"": ""4.695"", ""event_start"": ""4.595""}","strict timing, semantics, and adjudication gates passed"
G_097,dataset\ground_ball\Codex_Workstation\G_097,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_098,dataset\ground_ball\Codex_Workstation\G_098,auto_applied,3.630,,{},{},"strict timing, semantics, and adjudication gates passed"
G_099,dataset\ground_ball\Codex_Workstation\G_099,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_100,dataset\ground_ball\Codex_Workstation\G_100,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_101,dataset\ground_ball\Codex_Workstation\G_101,auto_applied,29.141,,{},{},"strict timing, semantics, and adjudication gates passed"
G_102,dataset\ground_ball\Codex_Workstation\G_102,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_103,dataset\ground_ball\Codex_Workstation\G_103,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_104,dataset\ground_ball\Codex_Workstation\G_104,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_105,dataset\ground_ball\Codex_Workstation\G_105,manual_review,16.830,,{},{},adjudication fields do not match the evidence-backed candidate
G_106,dataset\ground_ball\Codex_Workstation\G_106,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_107,dataset\ground_ball\Codex_Workstation\G_107,auto_applied,11.267,"event_start,event_end","{""event_end"": ""1.820"", ""event_start"": ""1.720""}","{""event_end"": ""1.830"", ""event_start"": ""1.730""}","strict timing, semantics, and adjudication gates passed"
G_108,dataset\ground_ball\Codex_Workstation\G_108,auto_applied,2.750,"region,event_start,event_end","{""event_end"": ""1.060"", ""event_start"": ""0.960"", ""region"": ""3""}","{""event_end"": ""1.030"", ""event_start"": ""0.970"", ""region"": ""2""}","strict timing, semantics, and adjudication gates passed"
G_109,dataset\ground_ball\Codex_Workstation\G_109,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_110,dataset\ground_ball\Codex_Workstation\G_110,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_111,dataset\ground_ball\Codex_Workstation\G_111,auto_applied,5.835,"event_start,event_end","{""event_end"": ""3.500"", ""event_start"": ""3.400""}","{""event_end"": ""3.480"", ""event_start"": ""3.420""}","strict timing, semantics, and adjudication gates passed"
G_112,dataset\ground_ball\Codex_Workstation\G_112,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_113,dataset\ground_ball\Codex_Workstation\G_113,auto_applied,30.257,,{},{},"strict timing, semantics, and adjudication gates passed"
G_114,dataset\ground_ball\Codex_Workstation\G_114,auto_applied,26.202,"event_start,event_end","{""event_end"": ""3.820"", ""event_start"": ""3.720""}","{""event_end"": ""3.850"", ""event_start"": ""3.750""}","strict timing, semantics, and adjudication gates passed"
G_115,dataset\ground_ball\Codex_Workstation\G_115,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_116,dataset\ground_ball\Codex_Workstation\G_116,auto_applied,5.487,,{},{},"strict timing, semantics, and adjudication gates passed"
G_117,dataset\ground_ball\Codex_Workstation\G_117,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_118,dataset\ground_ball\Codex_Workstation\G_118,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_119,dataset\ground_ball\Codex_Workstation\G_119,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_120,dataset\ground_ball\Codex_Workstation\G_120,auto_applied,11.366,,{},{},"strict timing, semantics, and adjudication gates passed"
G_121,dataset\ground_ball\Codex_Workstation\G_121,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_122,dataset\ground_ball\Codex_Workstation\G_122,auto_applied,31.851,"event_start,event_end","{""event_end"": ""3.480"", ""event_start"": ""3.380""}","{""event_end"": ""3.490"", ""event_start"": ""3.390""}","strict timing, semantics, and adjudication gates passed"
G_123,dataset\ground_ball\Codex_Workstation\G_123,auto_applied,6.926,"event_start,event_end","{""event_end"": ""3.120"", ""event_start"": ""3.020""}","{""event_end"": ""3.130"", ""event_start"": ""3.030""}","strict timing, semantics, and adjudication gates passed"
G_124,dataset\ground_ball\Codex_Workstation\G_124,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_125,dataset\ground_ball\Codex_Workstation\G_125,auto_applied,28.633,"event_start,event_end","{""event_end"": ""3.480"", ""event_start"": ""3.380""}","{""event_end"": ""3.470"", ""event_start"": ""3.370""}","strict timing, semantics, and adjudication gates passed"
G_126,dataset\ground_ball\Codex_Workstation\G_126,auto_applied,41.910,"event_start,event_end","{""event_end"": ""3.520"", ""event_start"": ""3.420""}","{""event_end"": ""3.550"", ""event_start"": ""3.450""}","strict timing, semantics, and adjudication gates passed"
G_127,dataset\ground_ball\Codex_Workstation\G_127,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_128,dataset\ground_ball\Codex_Workstation\G_128,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_129,dataset\ground_ball\Codex_Workstation\G_129,auto_applied,18.100,,{},{},"strict timing, semantics, and adjudication gates passed"
G_130,dataset\ground_ball\Codex_Workstation\G_130,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_131,dataset\ground_ball\Codex_Workstation\G_131,auto_applied,24.912,"event_start,event_end","{""event_end"": ""4.940"", ""event_start"": ""4.840""}","{""event_end"": ""4.930"", ""event_start"": ""4.830""}","strict timing, semantics, and adjudication gates passed"
G_132,dataset\ground_ball\Codex_Workstation\G_132,auto_applied,6.973,"event_start,event_end","{""event_end"": ""1.060"", ""event_start"": ""0.960""}","{""event_end"": ""1.030"", ""event_start"": ""0.930""}","strict timing, semantics, and adjudication gates passed"
G_133,dataset\ground_ball\Codex_Workstation\G_133,manual_review,17.524,,{},{},adjudication fields do not match the evidence-backed candidate
G_134,dataset\ground_ball\Codex_Workstation\G_134,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_135,dataset\ground_ball\Codex_Workstation\G_135,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_136,dataset\ground_ball\Codex_Workstation\G_136,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_137,dataset\ground_ball\Codex_Workstation\G_137,auto_applied,57.364,,{},{},"strict timing, semantics, and adjudication gates passed"
G_138,dataset\ground_ball\Codex_Workstation\G_138,manual_review,17.524,,{},{},adjudication fields do not match the evidence-backed candidate
G_139,dataset\ground_ball\Codex_Workstation\G_139,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_140,dataset\ground_ball\Codex_Workstation\G_140,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_141,dataset\ground_ball\Codex_Workstation\G_141,auto_applied,106.505,"event_start,event_end","{""event_end"": ""3.520"", ""event_start"": ""3.420""}","{""event_end"": ""3.530"", ""event_start"": ""3.430""}","strict timing, semantics, and adjudication gates passed"
G_142,dataset\ground_ball\Codex_Workstation\G_142,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_143,dataset\ground_ball\Codex_Workstation\G_143,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_144,dataset\ground_ball\Codex_Workstation\G_144,auto_applied,23.387,"event_start,event_end","{""event_end"": ""3.650"", ""event_start"": ""3.550""}","{""event_end"": ""3.640"", ""event_start"": ""3.540""}","strict timing, semantics, and adjudication gates passed"
G_145,dataset\ground_ball\Codex_Workstation\G_145,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_146,dataset\ground_ball\Codex_Workstation\G_146,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_147,dataset\ground_ball\Codex_Workstation\G_147,auto_applied,14.959,"event_start,event_end","{""event_end"": ""1.320"", ""event_start"": ""1.220""}","{""event_end"": ""1.330"", ""event_start"": ""1.230""}","strict timing, semantics, and adjudication gates passed"
G_148,dataset\ground_ball\Codex_Workstation\G_148,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_149,dataset\ground_ball\Codex_Workstation\G_149,auto_applied,14.136,"event_start,event_end","{""event_end"": ""2.040"", ""event_start"": ""1.940""}","{""event_end"": ""2.030"", ""event_start"": ""1.930""}","strict timing, semantics, and adjudication gates passed"
G_150,dataset\ground_ball\Codex_Workstation\G_150,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_151,dataset\ground_ball\Codex_Workstation\G_151,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_152,dataset\ground_ball\Codex_Workstation\G_152,auto_applied,6.191,"event_start,event_end","{""event_end"": ""2.100"", ""event_start"": ""2.000""}","{""event_end"": ""2.110"", ""event_start"": ""2.010""}","strict timing, semantics, and adjudication gates passed"
G_153,dataset\ground_ball\Codex_Workstation\G_153,auto_applied,6.562,,{},{},"strict timing, semantics, and adjudication gates passed"
G_154,dataset\ground_ball\Codex_Workstation\G_154,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_155,dataset\ground_ball\Codex_Workstation\G_155,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_156,dataset\ground_ball\Codex_Workstation\G_156,manual_review,5.897,,{},{},adjudication evidence gate failed
G_157,dataset\ground_ball\Codex_Workstation\G_157,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_158,dataset\ground_ball\Codex_Workstation\G_158,auto_applied,2.674,"event_start,event_end","{""event_end"": ""4.080"", ""event_start"": ""3.980""}","{""event_end"": ""4.070"", ""event_start"": ""3.970""}","strict timing, semantics, and adjudication gates passed"
G_159,dataset\ground_ball\Codex_Workstation\G_159,manual_review,6.391,,{},{},adjudication fields do not match the evidence-backed candidate
G_160,dataset\ground_ball\Codex_Workstation\G_160,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_161,dataset\ground_ball\Codex_Workstation\G_161,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_162,dataset\ground_ball\Codex_Workstation\G_162,auto_applied,8.827,,{},{},"strict timing, semantics, and adjudication gates passed"
G_163,dataset\ground_ball\Codex_Workstation\G_163,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_164,dataset\ground_ball\Codex_Workstation\G_164,auto_applied,6.260,,{},{},"strict timing, semantics, and adjudication gates passed"
G_165,dataset\ground_ball\Codex_Workstation\G_165,auto_applied,14.514,"event_start,event_end","{""event_end"": ""1.300"", ""event_start"": ""1.200""}","{""event_end"": ""1.320"", ""event_start"": ""1.220""}","strict timing, semantics, and adjudication gates passed"
G_166,dataset\ground_ball\Codex_Workstation\G_166,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_167,dataset\ground_ball\Codex_Workstation\G_167,auto_applied,17.847,"event_start,event_end","{""event_end"": ""1.120"", ""event_start"": ""1.020""}","{""event_end"": ""1.110"", ""event_start"": ""1.010""}","strict timing, semantics, and adjudication gates passed"
G_168,dataset\ground_ball\Codex_Workstation\G_168,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_169,dataset\ground_ball\Codex_Workstation\G_169,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_170,dataset\ground_ball\Codex_Workstation\G_170,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_171,dataset\ground_ball\Codex_Workstation\G_171,auto_applied,13.343,"event_start,event_end","{""event_end"": ""2.240"", ""event_start"": ""2.140""}","{""event_end"": ""2.250"", ""event_start"": ""2.170""}","strict timing, semantics, and adjudication gates passed"
G_172,dataset\ground_ball\Codex_Workstation\G_172,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_173,dataset\ground_ball\Codex_Workstation\G_173,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_174,dataset\ground_ball\Codex_Workstation\G_174,manual_review,25.623,,{},{},adjudication evidence gate failed
G_175,dataset\ground_ball\Codex_Workstation\G_175,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_176,dataset\ground_ball\Codex_Workstation\G_176,auto_applied,10.026,,{},{},"strict timing, semantics, and adjudication gates passed"
G_177,dataset\ground_ball\Codex_Workstation\G_177,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_178,dataset\ground_ball\Codex_Workstation\G_178,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_179,dataset\ground_ball\Codex_Workstation\G_179,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_180,dataset\ground_ball\Codex_Workstation\G_180,auto_applied,13.788,"event_start,event_end","{""event_end"": ""2.080"", ""event_start"": ""1.980""}","{""event_end"": ""2.045"", ""event_start"": ""1.945""}","strict timing, semantics, and adjudication gates passed"
G_181,dataset\ground_ball\Codex_Workstation\G_181,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_182,dataset\ground_ball\Codex_Workstation\G_182,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_183,dataset\ground_ball\Codex_Workstation\G_183,auto_applied,3.756,,{},{},"strict timing, semantics, and adjudication gates passed"
G_184,dataset\ground_ball\Codex_Workstation\G_184,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_185,dataset\ground_ball\Codex_Workstation\G_185,auto_applied,5.056,"event_start,event_end","{""event_end"": ""4.960"", ""event_start"": ""4.860""}","{""event_end"": ""4.930"", ""event_start"": ""4.780""}","strict timing, semantics, and adjudication gates passed"
G_186,dataset\ground_ball\Codex_Workstation\G_186,manual_review,32.069,,{},{},adjudication fields do not match the evidence-backed candidate
G_187,dataset\ground_ball\Codex_Workstation\G_187,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_188,dataset\ground_ball\Codex_Workstation\G_188,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_189,dataset\ground_ball\Codex_Workstation\G_189,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_190,dataset\ground_ball\Codex_Workstation\G_190,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_191,dataset\ground_ball\Codex_Workstation\G_191,auto_applied,41.585,,{},{},"strict timing, semantics, and adjudication gates passed"
G_192,dataset\ground_ball\Codex_Workstation\G_192,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_193,dataset\ground_ball\Codex_Workstation\G_193,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_194,dataset\ground_ball\Codex_Workstation\G_194,auto_applied,18.266,,{},{},"strict timing, semantics, and adjudication gates passed"
G_195,dataset\ground_ball\Codex_Workstation\G_195,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_196,dataset\ground_ball\Codex_Workstation\G_196,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_197,dataset\ground_ball\Codex_Workstation\G_197,auto_applied,6.163,"event_start,event_end","{""event_end"": ""3.400"", ""event_start"": ""3.300""}","{""event_end"": ""3.420"", ""event_start"": ""3.310""}","strict timing, semantics, and adjudication gates passed"
G_198,dataset\ground_ball\Codex_Workstation\G_198,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_199,dataset\ground_ball\Codex_Workstation\G_199,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_200,dataset\ground_ball\Codex_Workstation\G_200,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_201,dataset\ground_ball\Codex_Workstation\G_201,manual_review,18.539,,{},{},adjudication evidence gate failed
G_202,dataset\ground_ball\Codex_Workstation\G_202,auto_applied,8.024,"event_start,event_end","{""event_end"": ""3.520"", ""event_start"": ""3.420""}","{""event_end"": ""3.530"", ""event_start"": ""3.430""}","strict timing, semantics, and adjudication gates passed"
G_203,dataset\ground_ball\Codex_Workstation\G_203,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_204,dataset\ground_ball\Codex_Workstation\G_204,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_205,dataset\ground_ball\Codex_Workstation\G_205,manual_review,6.658,,{},{},adjudication evidence gate failed
G_206,dataset\ground_ball\Codex_Workstation\G_206,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_207,dataset\ground_ball\Codex_Workstation\G_207,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_208,dataset\ground_ball\Codex_Workstation\G_208,auto_applied,7.313,"event_start,event_end","{""event_end"": ""1.840"", ""event_start"": ""1.740""}","{""event_end"": ""1.830"", ""event_start"": ""1.730""}","strict timing, semantics, and adjudication gates passed"
G_209,dataset\ground_ball\Codex_Workstation\G_209,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_210,dataset\ground_ball\Codex_Workstation\G_210,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_211,dataset\ground_ball\Codex_Workstation\G_211,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_212,dataset\ground_ball\Codex_Workstation\G_212,manual_review,7.272,,{},{},adjudication fields do not match the evidence-backed candidate
G_213,dataset\ground_ball\Codex_Workstation\G_213,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_214,dataset\ground_ball\Codex_Workstation\G_214,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_216,dataset\ground_ball\Codex_Workstation\G_216,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_217,dataset\ground_ball\Codex_Workstation\G_217,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_218,dataset\ground_ball\Codex_Workstation\G_218,auto_applied,6.950,"event_start,event_end","{""event_end"": ""3.720"", ""event_start"": ""3.620""}","{""event_end"": ""3.730"", ""event_start"": ""3.630""}","strict timing, semantics, and adjudication gates passed"
G_219,dataset\ground_ball\Codex_Workstation\G_219,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_220,dataset\ground_ball\Codex_Workstation\G_220,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_221,dataset\ground_ball\Codex_Workstation\G_221,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_222,dataset\ground_ball\Codex_Workstation\G_222,auto_applied,6.180,event_end,"{""event_end"": ""2.100""}","{""event_end"": ""2.150""}","strict timing, semantics, and adjudication gates passed"
G_223,dataset\ground_ball\Codex_Workstation\G_223,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_224,dataset\ground_ball\Codex_Workstation\G_224,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_225,dataset\ground_ball\Codex_Workstation\G_225,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_226,dataset\ground_ball\Codex_Workstation\G_226,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_227,dataset\ground_ball\Codex_Workstation\G_227,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_228,dataset\ground_ball\Codex_Workstation\G_228,manual_review,1.643,,{},{},local contact transient ratio 1.64 is below 2.00
G_229,dataset\ground_ball\Codex_Workstation\G_229,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_230,dataset\ground_ball\Codex_Workstation\G_230,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_231,dataset\ground_ball\Codex_Workstation\G_231,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_232,dataset\ground_ball\Codex_Workstation\G_232,manual_review,0.305,,{},{},local contact transient ratio 0.30 is below 2.00
G_233,dataset\ground_ball\Codex_Workstation\G_233,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_234,dataset\ground_ball\Codex_Workstation\G_234,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_235,dataset\ground_ball\Codex_Workstation\G_235,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_236,dataset\ground_ball\Codex_Workstation\G_236,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_237,dataset\ground_ball\Codex_Workstation\G_237,auto_applied,2.823,"event_start,event_end","{""event_end"": ""3.240"", ""event_start"": ""3.140""}","{""event_end"": ""3.230"", ""event_start"": ""3.130""}","strict timing, semantics, and adjudication gates passed"
G_238,dataset\ground_ball\Codex_Workstation\G_238,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_239,dataset\ground_ball\Codex_Workstation\G_239,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_240,dataset\ground_ball\Codex_Workstation\G_240,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_241,dataset\ground_ball\Codex_Workstation\G_241,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_242,dataset\ground_ball\Codex_Workstation\G_242,auto_applied,7.513,,{},{},"strict timing, semantics, and adjudication gates passed"
G_243,dataset\ground_ball\Codex_Workstation\G_243,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_244,dataset\ground_ball\Codex_Workstation\G_244,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_245,dataset\ground_ball\Codex_Workstation\G_245,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_247,dataset\ground_ball\Codex_Workstation\G_247,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_248,dataset\ground_ball\Codex_Workstation\G_248,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_249,dataset\ground_ball\Codex_Workstation\G_249,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_250,dataset\ground_ball\Codex_Workstation\G_250,manual_review,0.539,,{},{},local contact transient ratio 0.54 is below 2.00
G_251,dataset\ground_ball\Codex_Workstation\G_251,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_252,dataset\ground_ball\Codex_Workstation\G_252,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_253,dataset\ground_ball\Codex_Workstation\G_253,manual_review,,,{},{},foundational audio-visual evidence gate failed
G_254,dataset\ground_ball\Codex_Workstation\G_254,auto_applied,9.283,"event_start,event_end","{""event_end"": ""2.360"", ""event_start"": ""2.260""}","{""event_end"": ""2.120"", ""event_start"": ""1.970""}","strict timing, semantics, and adjudication gates passed"
