global_index,repair_batch_index,collector,sample_id,main_relative_path,before_event_start,before_event_end,after_event_start,after_event_end,outcome,category,action,first_pass_disposition,first_pass_model,independent_review_model,old_prefilter_status,old_primary_error
1116,92,Codex_Workstation,F_1227,dataset/fly_ball/Codex_Workstation/F_1227,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1115,93,Codex_Workstation,F_1226,dataset/fly_ball/Codex_Workstation/F_1226,1.950,2.050,0.327,0.427,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1114,94,Codex_Workstation,F_1225,dataset/fly_ball/Codex_Workstation/F_1225,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1113,95,Codex_Workstation,F_1224,dataset/fly_ball/Codex_Workstation/F_1224,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1112,96,Codex_Workstation,F_1223,dataset/fly_ball/Codex_Workstation/F_1223,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-plus,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1111,97,Codex_Workstation,F_1222,dataset/fly_ball/Codex_Workstation/F_1222,1.150,1.250,1.177,1.277,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen3.5-omni-flash,needs_edit,clip_too_short
1110,98,Codex_Workstation,F_1221,dataset/fly_ball/Codex_Workstation/F_1221,1.210,1.310,1.238,1.338,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen3.5-omni-flash,needs_edit,clip_too_short
1109,99,Codex_Workstation,F_1220,dataset/fly_ball/Codex_Workstation/F_1220,3.860,3.960,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1108,100,Codex_Workstation,F_1219,dataset/fly_ball/Codex_Workstation/F_1219,3.456,3.556,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1107,101,Codex_Workstation,F_1218,dataset/fly_ball/Codex_Workstation/F_1218,4.096,4.196,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1106,102,Codex_Workstation,F_1217,dataset/fly_ball/Codex_Workstation/F_1217,1.950,2.050,0.077,0.177,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1105,103,Codex_Workstation,F_1216,dataset/fly_ball/Codex_Workstation/F_1216,1.950,2.050,1.973,2.073,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,direct_use_candidate,audio_and_context_pass
1104,104,Codex_Workstation,F_1214,dataset/fly_ball/Codex_Workstation/F_1214,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1103,105,Codex_Workstation,F_1213,dataset/fly_ball/Codex_Workstation/F_1213,2.973,3.073,1.863,1.963,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,needs_edit,clip_too_short
1102,106,Codex_Workstation,F_1212,dataset/fly_ball/Codex_Workstation/F_1212,1.690,1.790,1.718,1.818,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,direct_use_candidate,audio_and_context_pass
1101,107,Codex_Workstation,F_1211,dataset/fly_ball/Codex_Workstation/F_1211,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-plus,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1100,108,Codex_Workstation,F_1210,dataset/fly_ball/Codex_Workstation/F_1210,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1099,109,Codex_Workstation,F_1209,dataset/fly_ball/Codex_Workstation/F_1209,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-plus,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1098,110,Codex_Workstation,F_1208,dataset/fly_ball/Codex_Workstation/F_1208,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1097,111,Codex_Workstation,F_1207,dataset/fly_ball/Codex_Workstation/F_1207,1.750,1.850,1.782,1.882,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,direct_use_candidate,audio_and_context_pass
1096,112,Codex_Workstation,F_1206,dataset/fly_ball/Codex_Workstation/F_1206,1.950,2.050,1.973,2.073,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,direct_use_candidate,audio_and_context_pass
1095,113,Codex_Workstation,F_1205,dataset/fly_ball/Codex_Workstation/F_1205,1.950,2.050,1.973,2.073,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,needs_edit,clip_too_short
1094,114,Codex_Workstation,F_1204,dataset/fly_ball/Codex_Workstation/F_1204,1.070,1.170,1.088,1.188,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,direct_use_candidate,audio_and_context_pass
1093,115,Codex_Workstation,F_1203,dataset/fly_ball/Codex_Workstation/F_1203,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1092,116,Codex_Workstation,F_1202,dataset/fly_ball/Codex_Workstation/F_1202,6.316,6.416,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1091,117,Codex_Workstation,F_1201,dataset/fly_ball/Codex_Workstation/F_1201,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1090,118,Codex_Workstation,F_1200,dataset/fly_ball/Codex_Workstation/F_1200,5.717,5.817,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1089,119,Codex_Workstation,F_1199,dataset/fly_ball/Codex_Workstation/F_1199,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1088,120,Codex_Workstation,F_1198,dataset/fly_ball/Codex_Workstation/F_1198,1.130,1.230,1.152,1.252,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,needs_edit,clip_too_short
1087,121,Codex_Workstation,F_1197,dataset/fly_ball/Codex_Workstation/F_1197,3.877,3.977,0.678,0.778,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,needs_edit,contact_timestamp_wrong
1086,122,Codex_Workstation,F_1196,dataset/fly_ball/Codex_Workstation/F_1196,1.710,1.810,1.748,1.848,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,direct_use_candidate,audio_and_context_pass
1085,123,Codex_Workstation,F_1195,dataset/fly_ball/Codex_Workstation/F_1195,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1084,124,Codex_Workstation,F_1194,dataset/fly_ball/Codex_Workstation/F_1194,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1083,125,Codex_Workstation,F_1193,dataset/fly_ball/Codex_Workstation/F_1193,3.341,3.441,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1082,126,Codex_Workstation,F_1192,dataset/fly_ball/Codex_Workstation/F_1192,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1081,127,Codex_Workstation,F_1191,dataset/fly_ball/Codex_Workstation/F_1191,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1080,128,Codex_Workstation,F_1190,dataset/fly_ball/Codex_Workstation/F_1190,1.950,2.050,1.967,2.067,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-plus,qwen-omni-turbo,direct_use_candidate,audio_and_context_pass
1079,129,Codex_Workstation,F_1189,dataset/fly_ball/Codex_Workstation/F_1189,6.429,6.529,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,clip_too_short
1078,130,Codex_Workstation,F_1188,dataset/fly_ball/Codex_Workstation/F_1188,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-plus,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1077,131,Codex_Workstation,F_1187,dataset/fly_ball/Codex_Workstation/F_1187,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1076,132,Codex_Workstation,F_1186,dataset/fly_ball/Codex_Workstation/F_1186,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-plus,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1075,133,Codex_Workstation,F_1185,dataset/fly_ball/Codex_Workstation/F_1185,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-plus,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1074,134,Codex_Workstation,F_1184,dataset/fly_ball/Codex_Workstation/F_1184,1.950,2.050,1.977,2.077,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1073,135,Codex_Workstation,F_1183,dataset/fly_ball/Codex_Workstation/F_1183,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1072,136,Codex_Workstation,F_1182,dataset/fly_ball/Codex_Workstation/F_1182,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1071,137,Codex_Workstation,F_1181,dataset/fly_ball/Codex_Workstation/F_1181,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1070,138,Codex_Workstation,F_1180,dataset/fly_ball/Codex_Workstation/F_1180,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1069,139,Codex_Workstation,F_1179,dataset/fly_ball/Codex_Workstation/F_1179,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1068,140,Codex_Workstation,F_1178,dataset/fly_ball/Codex_Workstation/F_1178,1.950,2.050,0.037,0.137,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1067,141,Codex_Workstation,F_1177,dataset/fly_ball/Codex_Workstation/F_1177,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1066,142,Codex_Workstation,F_1175,dataset/fly_ball/Codex_Workstation/F_1175,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1065,143,Codex_Workstation,F_1174,dataset/fly_ball/Codex_Workstation/F_1174,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1064,144,Codex_Workstation,F_1172,dataset/fly_ball/Codex_Workstation/F_1172,0.750,0.850,0.777,0.877,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,clip_too_short
1063,145,Codex_Workstation,F_1171,dataset/fly_ball/Codex_Workstation/F_1171,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1062,146,Codex_Workstation,F_1170,dataset/fly_ball/Codex_Workstation/F_1170,5.102,5.202,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1061,147,Codex_Workstation,F_1169,dataset/fly_ball/Codex_Workstation/F_1169,1.950,2.050,1.973,2.073,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1060,148,Codex_Workstation,F_1168,dataset/fly_ball/Codex_Workstation/F_1168,6.022,6.122,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1059,149,Codex_Workstation,F_1167,dataset/fly_ball/Codex_Workstation/F_1167,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1058,150,Codex_Workstation,F_1166,dataset/fly_ball/Codex_Workstation/F_1166,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1057,151,Codex_Workstation,F_1165,dataset/fly_ball/Codex_Workstation/F_1165,2.905,3.005,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1056,152,Codex_Workstation,F_1164,dataset/fly_ball/Codex_Workstation/F_1164,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1055,153,Codex_Workstation,F_1163,dataset/fly_ball/Codex_Workstation/F_1163,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1054,154,Codex_Workstation,F_1162,dataset/fly_ball/Codex_Workstation/F_1162,1.010,1.110,1.027,1.127,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1053,155,Codex_Workstation,F_1161,dataset/fly_ball/Codex_Workstation/F_1161,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1052,156,Codex_Workstation,F_1160,dataset/fly_ball/Codex_Workstation/F_1160,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1051,157,Codex_Workstation,F_1159,dataset/fly_ball/Codex_Workstation/F_1159,1.650,1.750,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1050,158,Codex_Workstation,F_1158,dataset/fly_ball/Codex_Workstation/F_1158,1.650,1.750,1.672,1.772,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1049,159,Codex_Workstation,F_1157,dataset/fly_ball/Codex_Workstation/F_1157,1.950,2.050,1.138,1.238,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1048,160,Codex_Workstation,F_1156,dataset/fly_ball/Codex_Workstation/F_1156,1.810,1.910,1.828,1.928,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,direct_use_candidate,audio_and_context_pass
1047,161,Codex_Workstation,F_1155,dataset/fly_ball/Codex_Workstation/F_1155,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,contact_timestamp_wrong
1046,162,Codex_Workstation,F_1153,dataset/fly_ball/Codex_Workstation/F_1153,2.954,3.054,0.148,0.248,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1045,163,Codex_Workstation,F_1152,dataset/fly_ball/Codex_Workstation/F_1152,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1044,164,Codex_Workstation,F_1151,dataset/fly_ball/Codex_Workstation/F_1151,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1043,165,Codex_Workstation,F_1150,dataset/fly_ball/Codex_Workstation/F_1150,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1042,166,Codex_Workstation,F_1149,dataset/fly_ball/Codex_Workstation/F_1149,1.950,2.050,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1041,167,Codex_Workstation,F_1148,dataset/fly_ball/Codex_Workstation/F_1148,1.950,2.050,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1040,168,Codex_Workstation,F_1146,dataset/fly_ball/Codex_Workstation/F_1146,1.310,1.410,1.333,1.433,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,clip_too_short
1039,169,Codex_Workstation,F_1145,dataset/fly_ball/Codex_Workstation/F_1145,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1038,170,Codex_Workstation,F_1144,dataset/fly_ball/Codex_Workstation/F_1144,1.950,2.050,5.212,5.312,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1037,171,Codex_Workstation,F_1143,dataset/fly_ball/Codex_Workstation/F_1143,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,direct_use_candidate,audio_and_context_pass
1036,172,Codex_Workstation,F_1142,dataset/fly_ball/Codex_Workstation/F_1142,1.970,2.070,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1035,173,Codex_Workstation,F_1141,dataset/fly_ball/Codex_Workstation/F_1141,1.950,2.050,1.008,1.108,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,contact_timestamp_wrong
1034,174,Codex_Workstation,F_1140,dataset/fly_ball/Codex_Workstation/F_1140,1.970,2.070,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1033,175,Codex_Workstation,F_1139,dataset/fly_ball/Codex_Workstation/F_1139,1.950,2.050,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1032,176,Codex_Workstation,F_1138,dataset/fly_ball/Codex_Workstation/F_1138,1.970,2.070,,,needs_source_recut,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,needs_source_recut,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1031,177,Codex_Workstation,F_1137,dataset/fly_ball/Codex_Workstation/F_1137,1.970,2.070,,,needs_source_recut,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,needs_source_recut_no_visual_contact,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1030,178,Codex_Workstation,F_1136,dataset/fly_ball/Codex_Workstation/F_1136,1.530,1.630,1.537,1.637,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,clip_too_short
1029,179,Codex_Workstation,F_1135,dataset/fly_ball/Codex_Workstation/F_1135,1.790,1.890,1.797,1.897,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,clip_too_short
1028,180,Codex_Workstation,F_1134,dataset/fly_ball/Codex_Workstation/F_1134,1.870,1.970,1.883,1.983,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,clip_too_short
1027,181,Codex_Workstation,F_1133,dataset/fly_ball/Codex_Workstation/F_1133,1.970,2.070,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1026,182,Codex_Workstation,F_1132,dataset/fly_ball/Codex_Workstation/F_1132,1.970,2.070,1.987,2.087,metadata_time_correction,independent_multimodal_confirmation,publish corrected event_start/event_end,candidate_bound_pending_second_review,qwen3.5-omni-flash,qwen3.5-omni-plus,needs_edit,clip_too_short
1025,183,Codex_Workstation,F_1131,dataset/fly_ball/Codex_Workstation/F_1131,1.970,2.070,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
1024,184,Codex_Workstation,F_1130,dataset/fly_ball/Codex_Workstation/F_1130,1.970,2.070,,,needs_source_recut,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,contact_visible_audio_unresolved,qwen3.5-omni-flash,qwen3.5-omni-flash,needs_edit,clip_too_short
