sample_path,sample_id,label,old_region,new_region,suggested_region,old_bounce,new_bounce,old_event_start,old_event_end,new_event_start,new_event_end,changed_fields,region_status,bounce_status,time_status,audio_diff_peak_time,review_note,change_reason,time_reason,region_hint,clip_id
dataset\fly_ball\Codex_Workstation\F_094,F_094,fly_ball,,,,,,2.440,2.540,2.440,2.540,,not_applicable,not_applicable,needs_visual_review,1.420,,,global_audio_diff_peak_outside_event_tolerance:1.420;large_refinement_shift:1.550->2.490,,MLB_822739_james-wood-flies-out-sharply-to-center-fielder-colton-cowser_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_095,F_095,fly_ball,,,,,,3.400,3.500,3.400,3.500,,not_applicable,not_applicable,needs_visual_review,3.440,,,large_refinement_shift:4.000->3.450,,MLB_824439_matt-festa-in-play-out-s-to-sal-stewart_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_096,F_096,fly_ball,,,,,,1.560,1.660,1.560,1.660,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,1.600,,,,,MLB_823629_spencer-jones-singles-on-a-line-drive-to-right-fielder-carson-benge-j_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_097,F_097,fly_ball,,,,,,1.380,1.480,1.380,1.480,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,1.440,,,,,MLB_823629_aaron-judge-singles-on-a-line-drive-to-right-fielder-carson-benge-ben_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_098,F_098,fly_ball,,,,,,1.270,1.370,1.270,1.370,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,1.320,,,,,MLB_823629_david-bednar-in-play-out-s-to-marcus-semien_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_099,F_099,fly_ball,,,,,,3.200,3.300,3.200,3.300,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,3.260,,,,,MLB_824601_sean-burke-in-play-no-out-to-michael-busch_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_100,F_100,fly_ball,,,,,,3.280,3.380,3.280,3.380,,not_applicable,not_applicable,needs_visual_review,6.700,,,global_audio_diff_peak_outside_event_tolerance:6.700,,MLB_824601_sean-burke-in-play-run-s-to-ian-happ_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_101,F_101,fly_ball,,,,,,1.280,1.380,1.280,1.380,,not_applicable,not_applicable,needs_visual_review,6.220,,,global_audio_diff_peak_outside_event_tolerance:6.220,,MLB_823061_ivan-herrera-lines-out-sharply-to-center-fielder-kyle-isbel-x1244_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_102,F_102,fly_ball,,,,,,2.560,2.660,2.560,2.660,,not_applicable,not_applicable,needs_visual_review,2.720,,,large_refinement_shift:1.750->2.610,,MLB_824037_jack-kochanowicz-in-play-out-s-to-dalton-rushing_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_103,F_103,fly_ball,,,,,,2.600,2.700,2.600,2.700,,not_applicable,not_applicable,needs_visual_review,1.460,,,global_audio_diff_peak_outside_event_tolerance:1.460;large_refinement_shift:1.950->2.650,,MLB_824193_bryan-king-in-play-out-s-to-andrew-mccutchen-cngzjp_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_104,F_104,fly_ball,,,,,,1.960,2.060,1.960,2.060,,not_applicable,not_applicable,needs_visual_review,6.360,,,global_audio_diff_peak_outside_event_tolerance:6.360,,MLB_824924_payton-tolle-in-play-out-s-to-michael-harris-ii_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_105,F_105,fly_ball,,,,,,0.820,0.920,0.820,0.920,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,0.880,,,,,MLB_824923_ceddanne-rafaela-s-leaping-catch_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_106,F_106,fly_ball,,,,,,1.780,1.880,1.780,1.880,,not_applicable,not_applicable,needs_visual_review,6.660,,,global_audio_diff_peak_outside_event_tolerance:6.660,,MLB_823549_patrick-corbin-in-play-run-s-to-j-c-escarra_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_107,F_107,fly_ball,,,,,,2.900,3.000,2.900,3.000,,not_applicable,not_applicable,needs_visual_review,5.100,,,global_audio_diff_peak_outside_event_tolerance:5.100,,MLB_824035_walbert-urena-in-play-out-s-to-tyler-soderstrom_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_108,F_108,fly_ball,,,,,,0.800,0.900,0.800,0.900,,not_applicable,not_applicable,needs_visual_review,4.820,,,global_audio_diff_peak_outside_event_tolerance:4.820,,MLB_823302_tanner-scott-in-play-out-s-to-ramon-laureano-sjmzaq_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_109,F_109,fly_ball,,,,,,4.740,4.840,4.740,4.840,,not_applicable,not_applicable,needs_visual_review,3.440,,,global_audio_diff_peak_outside_event_tolerance:3.440;large_refinement_shift:4.000->4.790,,MLB_823302_griffin-canning-in-play-out-s-to-mookie-betts-5lgimx_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_110,F_110,fly_ball,,,,,,4.140,4.240,4.140,4.240,,not_applicable,not_applicable,needs_visual_review,3.400,,,global_audio_diff_peak_outside_event_tolerance:3.400,,MLB_823866_chris-sale-in-play-run-s-to-heriberto-hernandez_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_111,F_111,fly_ball,,,,,,1.660,1.760,1.660,1.760,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,1.700,,,,,MLB_822735_andrew-alvarez-in-play-out-s-to-marcus-semien-urqe0e_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_112,F_112,fly_ball,,,,,,1.320,1.420,1.320,1.420,,not_applicable,not_applicable,needs_visual_review,6.140,,,global_audio_diff_peak_outside_event_tolerance:6.140,,MLB_824679_ian-happ-pops-out-to-first-baseman-christian-walker_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_113,F_113,fly_ball,,,,,,1.680,1.780,1.680,1.780,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,1.720,,,,,MLB_823863_sean-manaea-in-play-out-s-to-connor-norby_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_114,F_114,fly_ball,,,,,,2.160,2.260,2.160,2.260,,not_applicable,not_applicable,needs_visual_review,3.820,,,global_audio_diff_peak_outside_event_tolerance:3.820;large_refinement_shift:1.400->2.210,,MLB_824029_zach-neto-homers-10-on-a-fly-ball-to-left-center-field-bmejcy_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_115,F_115,fly_ball,,,,,,0.800,0.900,0.800,0.900,,not_applicable,not_applicable,needs_visual_review,7.000,,,global_audio_diff_peak_outside_event_tolerance:7.000,,MLB_823222_erick-fedde-in-play-no-out-to-matt-chapman-mt8q09_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_116,F_116,fly_ball,,,,,,0.900,1.000,0.900,1.000,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,0.940,,,,,MLB_825080_kyle-karros-flies-out-to-shortstop-geraldo-perdomo_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_117,F_117,fly_ball,,,,,,1.840,1.940,1.840,1.940,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,1.880,,,,,MLB_824840_kevin-mcgonigle-flies-out-to-shortstop-gunnar-henderson_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_118,F_118,fly_ball,,,,,,2.100,2.200,2.100,2.200,,not_applicable,not_applicable,needs_visual_review,5.100,,,global_audio_diff_peak_outside_event_tolerance:5.100;large_refinement_shift:1.400->2.150,,MLB_824840_blaze-alexander-lines-out-sharply-to-third-baseman-kevin-mcgonigle_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_119,F_119,fly_ball,,,,,,2.340,2.440,2.340,2.440,,not_applicable,not_applicable,needs_visual_review,4.620,,,global_audio_diff_peak_outside_event_tolerance:4.620;large_refinement_shift:3.000->2.390,,MLB_824759_nick-sogard-triples-1-on-a-line-drive-to-right-fielder-austin-martin_head_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_120,F_120,fly_ball,,,,,,3.860,3.960,3.860,3.960,,not_applicable,not_applicable,needs_visual_review,3.880,,,large_refinement_shift:3.000->3.910,,MLB_824056_cole-young-s-rbi-triple-x7972_auto1_0p040_7p040
dataset\fly_ball\Codex_Workstation\F_121,F_121,fly_ball,,,,,,1.380,1.480,1.380,1.480,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,1.420,,,,,MLB_825026_cristian-javier-in-play-run-s-to-tyler-soderstrom-zctsc7_auto1_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_123,F_123,fly_ball,,,,,,0.760,0.860,0.760,0.860,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,0.820,,,,,MLB_823002_matt-shaw-flies-out-sharply-to-center-fielder-cedric-mullins_auto1_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_124,F_124,fly_ball,,,,,,2.680,2.780,2.680,2.780,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,2.720,,,,,MLB_823645_eduardo-rodriguez-in-play-run-s-to-luis-robert-jr_auto1_0p000_7p000
dataset\fly_ball\Codex_Workstation\F_125,F_125,fly_ball,,,,,,2.980,3.080,2.980,3.080,,not_applicable,not_applicable,pass_audio_only_needs_visual_confirmation,3.020,,,,,MLB_824535_jo-adell-lines-out-sharply-to-shortstop-elly-de-la-cruz-x7528_auto1_0p549_7p549
dataset\fly_ball\Codex_Workstation\F_126,F_126,fly_ball,,,,,,2.740,2.840,2.740,2.840,,not_applicable,not_applicable,needs_visual_review,3.640,,,global_audio_diff_peak_outside_event_tolerance:3.640;large_refinement_shift:2.000->2.790,,MLB_823804_william-contreras-flies-out-to-right-fielder-james-wood-in-foul-terri_auto1_6p502_13p502
dataset\fly_ball\Codex_Workstation\F_127,F_127,fly_ball,,,,,,1.320,1.420,1.320,1.420,,not_applicable,not_applicable,needs_visual_review,1.360,,,large_refinement_shift:2.000->1.370,,MLB_824937_eury-perez-in-play-out-s-to-ronald-acuna-jr-x8261_auto1_0p000_7p000
dataset\ground_ball\Codex_Workstation\G_001,G_001,ground_ball,4,4,4,yes,yes,1.400,1.600,1.400,1.600,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.520,user flagged sample but no specific failing field is documented,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824419_elias-diaz-grounds-out-second-baseman-daniel-schneemann-to-first-base_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_002,G_002,ground_ball,2,2,,yes,yes,1.220,1.320,1.220,1.320,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.600,,,global_audio_diff_peak_outside_event_tolerance:3.600,,MLB_823530_paul-blackburn-in-play-out-s-to-zach-mckinstry_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_003,G_003,ground_ball,1,1,,yes,yes,3.400,3.500,3.400,3.500,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.460,,,,"ambiguous:1,4",MLB_824335_javier-sanoja-grounds-out-third-baseman-kyle-karros-to-first-baseman-_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_004,G_004,ground_ball,2,2,4,yes,yes,1.420,1.520,1.420,1.520,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.740,user flagged timing and region; source text is not enough for a safe automatic region correction,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_822714_tyler-callihan-in-play-out-s-to-jose-tena_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_005,G_005,ground_ball,4,4,1,yes,yes,1.760,1.860,1.760,1.860,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.820,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824982_jack-perkins-in-play-out-s-to-otto-lopez_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_006,G_006,ground_ball,4,4,,yes,no,2.460,2.560,2.460,2.560,bounce,needs_visual_review,manual_corrected,pass_audio_only_needs_visual_confirmation,2.520,,user_manual_qc: receiving height exceeds knee-height bounce standard,,,MLB_825062_gabriel-moreno-singles-on-a-ground-ball-to-right-fielder-sal-frelick-_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_007,G_007,ground_ball,3,3,1,yes,yes,0.900,1.000,0.900,1.000,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.620,,,global_audio_diff_peak_outside_event_tolerance:1.620,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824415_grant-taylor-in-play-out-s-to-david-fry_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_008,G_008,ground_ball,3,3,1,yes,yes,1.800,1.900,1.800,1.900,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.840,,,large_refinement_shift:1.300->1.850,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824334_kyle-karros-grounds-out-third-baseman-casey-schmitt-to-first-baseman-_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_009,G_009,ground_ball,3,1,1,yes,no,2.220,2.320,0.970,1.070,"region,bounce,event_start,event_end",manual_corrected,manual_corrected,manual_corrected,4.040,,manual_qc: true contact is about 1.02s on third-base-side play,global_audio_diff_peak_outside_event_tolerance:4.040,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824983_kade-morris-in-play-out-s-to-esteury-ruiz-ao1doh_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_010,G_010,ground_ball,3,3,4,yes,yes,0.940,1.040,0.940,1.040,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.000,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823932_ty-france-grounds-out-to-first-baseman-freddie-freeman_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_011,G_011,ground_ball,4,4,,yes,yes,3.720,3.820,3.720,3.820,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.460,,,large_refinement_shift:2.950->3.770,"ambiguous:2,3",MLB_824902_martin-perez-in-play-out-s-to-tyrone-taylor-mvutkg_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_012,G_012,ground_ball,3,1,1,yes,yes,1.980,2.080,1.980,2.080,region,manual_corrected,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.040,,source/qwen evidence says third-base-side ground ball,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823035_jordan-walker-grounds-out-third-baseman-joey-ortiz-to-first-baseman-a_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_013,G_013,ground_ball,3,3,,yes,yes,0.900,1.000,0.900,1.000,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.320,,,global_audio_diff_peak_outside_event_tolerance:3.320,,MLB_823607_seth-lugo-in-play-run-s-to-a-j-ewing_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_014,G_014,ground_ball,4,4,1,yes,yes,1.940,2.040,1.940,2.040,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.980,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823684_connor-prielipp-in-play-out-s-to-gabriel-arias_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_015,G_015,ground_ball,4,4,,yes,yes,2.580,2.680,2.580,2.680,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.180,,,global_audio_diff_peak_outside_event_tolerance:4.180;large_refinement_shift:1.950->2.630,,MLB_823279_jackson-merrill-s-rbi-ground-out_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_016,G_016,ground_ball,4,2,,yes,yes,1.200,1.300,1.200,1.300,region,manual_corrected,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.260,,source/qwen evidence says shortstop-side ground ball,,"ambiguous:2,3",MLB_822967_cade-cavalli-in-play-out-s-to-richie-palacios_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_017,G_017,ground_ball,4,4,1,yes,yes,2.080,2.180,2.080,2.180,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.120,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_825068_ryan-kreidler-grounds-out-third-baseman-nolan-arenado-to-first-basema_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_018,G_018,ground_ball,4,4,2,yes,yes,1.180,1.280,1.180,1.280,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.060,,,global_audio_diff_peak_outside_event_tolerance:4.060;large_refinement_shift:2.050->1.230,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_825068_taj-bradley-in-play-out-s-to-corbin-carroll_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_019,G_019,ground_ball,3,3,1,yes,yes,0.940,1.040,0.940,1.040,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.620,,,global_audio_diff_peak_outside_event_tolerance:3.620,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824908_bryce-elder-in-play-out-s-to-william-contreras-ubttfb_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_020,G_020,ground_ball,3,3,2,yes,yes,3.400,3.500,3.400,3.500,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.400,,,global_audio_diff_peak_outside_event_tolerance:5.400,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_822800_hunter-brown-in-play-no-out-to-vladimir-guerrero-jr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_021,G_021,ground_ball,3,3,,yes,yes,2.880,2.980,2.880,2.980,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.940,,,large_refinement_shift:2.200->2.930,,MLB_823040_andre-pallante-in-play-out-s-to-lourdes-gurriel-jr-1tzdvc_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_022,G_022,ground_ball,3,3,1,yes,yes,1.240,1.340,1.240,1.340,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.920,,,global_audio_diff_peak_outside_event_tolerance:4.920,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_822718_nasim-nunez-singles-on-a-ground-ball-to-left-fielder-brandon-marsh-an_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_023,G_023,ground_ball,3,3,4,yes,yes,0.760,0.860,0.760,0.860,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,0.800,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824501_caleb-ferguson-in-play-run-s-to-jake-bauers_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_024,G_024,ground_ball,3,3,1,yes,yes,2.080,2.180,2.080,2.180,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.060,,,global_audio_diff_peak_outside_event_tolerance:1.060;large_refinement_shift:1.300->2.130,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823850_eury-perez-in-play-out-s-to-josh-jung-f9kukn_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_025,G_025,ground_ball,4,4,,yes,yes,3.500,3.600,3.500,3.600,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.540,,,,,MLB_823611_sean-manaea-in-play-run-s-to-pedro-ramirez_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_026,G_026,ground_ball,4,4,,yes,yes,2.540,2.640,2.540,2.640,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.780,,,global_audio_diff_peak_outside_event_tolerance:5.780,,MLB_824341_ranger-suarez-in-play-run-s-to-jake-mccarthy-nn8phj-x3703_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_027,G_027,ground_ball,2,2,2,yes,yes,1.460,1.560,1.460,1.560,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,5.060,,,global_audio_diff_peak_outside_event_tolerance:5.060,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824018_keegan-akin-in-play-run-s-to-logan-o-hoppe_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_028,G_028,ground_ball,4,4,,yes,yes,1.460,1.560,1.460,1.560,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.880,,,global_audio_diff_peak_outside_event_tolerance:4.880,,MLB_824018_keegan-akin-in-play-run-s-to-nolan-schanuel_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_029,G_029,ground_ball,3,3,,yes,yes,1.620,1.720,1.620,1.720,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.740,,,global_audio_diff_peak_outside_event_tolerance:3.740,"ambiguous:2,4",MLB_824018_jose-fermin-in-play-out-s-to-jeremiah-jackson_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_030,G_030,ground_ball,4,4,,yes,yes,1.720,1.820,1.720,1.820,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.780,,,,,MLB_824018_chase-silseth-in-play-out-s-to-gunnar-henderson_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_031,G_031,ground_ball,4,4,1,yes,yes,3.320,3.420,3.320,3.420,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.380,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823367_braxton-ashcraft-in-play-run-s-to-julio-rodriguez_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_032,G_032,ground_ball,4,4,,yes,yes,1.780,1.880,1.780,1.880,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.820,,,,,MLB_823367_braxton-ashcraft-in-play-out-s-to-randy-arozarena_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_033,G_033,ground_ball,3,3,1,yes,yes,2.020,2.120,2.020,2.120,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.300,,,global_audio_diff_peak_outside_event_tolerance:3.300;large_refinement_shift:1.400->2.070,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824747_cam-schlittler-in-play-run-s-to-willson-contreras-lmtdkr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_034,G_034,ground_ball,4,4,2,yes,yes,0.980,1.080,0.980,1.080,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.020,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_822962_nick-martinez-in-play-out-s-to-lourdes-gurriel-jr-mfflzs_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_035,G_035,ground_ball,3,3,1,yes,yes,0.800,0.900,0.800,0.900,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.520,,,global_audio_diff_peak_outside_event_tolerance:2.520,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823773_carson-kelly-grounds-out-softly-third-baseman-david-hamilton-to-first_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_036,G_036,ground_ball,4,4,,yes,yes,2.080,2.180,2.080,2.180,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.120,,,,,MLB_824014_walbert-urena-in-play-run-s-to-alika-williams_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_037,G_037,ground_ball,4,4,3,yes,yes,2.780,2.880,2.780,2.880,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.200,,,global_audio_diff_peak_outside_event_tolerance:5.200;large_refinement_shift:1.950->2.830,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_823364_jared-jones-in-play-run-s-to-sal-stewart_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_038,G_038,ground_ball,4,4,2,yes,yes,1.880,1.980,1.880,1.980,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.880,,,global_audio_diff_peak_outside_event_tolerance:5.880;large_refinement_shift:1.000->1.930,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824821_mitchell-parker-in-play-out-s-to-pete-alonso-croopk_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_039,G_039,ground_ball,4,4,4,yes,yes,2.420,2.520,2.420,2.520,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.460,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824094_jose-cuas-in-play-out-s-to-chandler-simpson_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_040,G_040,ground_ball,3,3,1,yes,yes,3.480,3.580,3.480,3.580,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.520,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_822974_will-vest-in-play-run-s-to-nick-fortes_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_041,G_041,ground_ball,4,4,,yes,yes,0.960,1.060,0.960,1.060,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.020,,,,,MLB_822727_andrew-alvarez-in-play-out-s-to-joe-mack-jmw0x6_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_042,G_042,ground_ball,3,3,4,yes,yes,3.360,3.460,3.360,3.460,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.420,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823130_george-kirby-in-play-no-out-to-jared-young_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_043,G_043,ground_ball,3,3,1,no,no,0.670,0.770,0.670,0.770,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,0.720,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824675_daniel-palencia-in-play-out-s-to-brent-rooker_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_044,G_044,ground_ball,3,3,,yes,yes,1.660,1.760,1.660,1.760,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.720,,,,"ambiguous:1,4",MLB_824919_chris-sale-in-play-no-out-to-ernie-clement_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_045,G_045,ground_ball,4,4,4,yes,yes,2.620,2.720,2.620,2.720,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,5.640,,,global_audio_diff_peak_outside_event_tolerance:5.640;large_refinement_shift:3.300->2.670,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823455_andrew-benintendi-grounds-out-second-baseman-bryson-stott-to-first-ba_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_046,G_046,ground_ball,3,3,,yes,yes,1.260,1.360,1.260,1.360,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.840,,,global_audio_diff_peak_outside_event_tolerance:5.840,,MLB_823455_sam-antonacci-grounds-out-pitcher-jesus-luzardo-to-first-baseman-bryc_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_047,G_047,ground_ball,4,4,,no,no,3.440,3.540,3.440,3.540,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.480,,,,,MLB_823860_ryan-vilade-singles-on-a-ground-ball-to-right-fielder-owen-caissie-ri_head_0p000_6p000
